,FACILITY_ID,FACILITY_NAME,FIPS,COUNTY,NAICS,REPORTING_YEAR,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,TIER,FUEL_COM,FUEL_UNIT,ENERGY_COM_MMBtu,ENERGY_MMBtu_hr,tierID,Unit Count,Capacity (mmBtu/hr),Op Hours Per Year,Fuel Category for Unit,Temperature,NAICS_sub,mactID
0,1004914.0,3M MAGNETIC TAPE MANUFACTURING DIVISION,27085.0,MCLEOD COUNTY,326199.0,2010.0,GP-Process,OCS (Other combustion source),Distillate Fuel Oil No. 1,Tier 1 (Equation C-1),117.8579321,gallons,16.38225256,0.00187012,36.0,1.0,34.5,,,,,
1,1004914.0,3M MAGNETIC TAPE MANUFACTURING DIVISION,27085.0,MCLEOD COUNTY,322222.0,2010.0,GP-Process,OCS (Other combustion source),Distillate Fuel Oil No. 1,Tier 1 (Equation C-1),117.8579321,gallons,16.38225256,0.00187012,37.0,1.0,34.5,,,,,
2,1002342.0,A&AT LLC WAYNESBORO FACILITY,51820.0,WAYNESBORO CITY,325222.0,2018.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),1829.7659,scf,1.884658877,0.000215144,4750.0,1.0,99.0,,,,,
3,1002342.0,A&AT LLC WAYNESBORO FACILITY,51820.0,WAYNESBORO CITY,325211.0,2018.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),1829.7659,scf,1.884658877,0.000215144,4749.0,1.0,99.0,,,,,
4,1002342.0,A&AT LLC WAYNESBORO FACILITY,51820.0,WAYNESBORO CITY,325220.0,2018.0,GP-1,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 1 (Equation C-1),1829.7659,scf,1.884658877,0.000215144,4751.0,1.0,99.0,,,,,
5,1004511.0,ABC COKE,1073.0,JEFFERSON COUNTY,331111.0,2016.0,GP-Boilers,OCS (Other combustion source),Coke Oven Gas,Tier 2 (Equation C-2a),2364920000.0,scf,1268803.229,144.8405513,10847.0,1.0,204.0,,,,,
6,1004511.0,ABC COKE,1073.0,JEFFERSON COUNTY,324199.0,2016.0,GP-Boilers,OCS (Other combustion source),Coke Oven Gas,Tier 2 (Equation C-2a),2364920000.0,scf,1268803.229,144.8405513,10849.0,1.0,204.0,,,,,
7,1004511.0,ABC COKE,1073.0,JEFFERSON COUNTY,331111.0,2016.0,GP-Boilers,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),77860000.0,scf,78475.094,8.958344064,9589.0,1.0,204.0,,,,,
8,1004511.0,ABC COKE,1073.0,JEFFERSON COUNTY,324199.0,2016.0,GP-Boilers,OCS (Other combustion source),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),77860000.0,scf,78475.094,8.958344064,9591.0,1.0,204.0,,,,,
9,1004511.0,ABC COKE,1073.0,JEFFERSON COUNTY,331111.0,2016.0,GP-Combustion Stacks,OCS (Other combustion source),Coke Oven Gas,Tier 2 (Equation C-2a),3321140000.0,scf,1781824.821,203.40466,10850.0,1.0,226.0,,,,,
10,1004511.0,ABC COKE,1073.0,JEFFERSON COUNTY,324199.0,2016.0,GP-Combustion Stacks,OCS (Other combustion source),Coke Oven Gas,Tier 2 (Equation C-2a),3321140000.0,scf,1781824.821,203.40466,10852.0,1.0,226.0,,,,,
11,1002047.0,ABE South Dakota  LLC - Aberdeen,46013.0,BROWN COUNTY,325193.0,2015.0,GP-1,OCS (Other combustion source),Other Biomass Gases,Tier 1 (Equation C-1),78211.0,scf,51.228205,0.005847969,5437.0,1.0,105.0,,,,,
12,1002154.0,ADM - MANKATO,27013.0,BLUE EARTH COUNTY,311225.0,2016.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),19.5953943,gallons,2.704164413,0.000308695,978.0,1.0,76.0,8367.0,Gas 1,350.0,311.0,1891.0
13,1006047.0,ADM CORN PROCESSING,19113.0,LINN COUNTY,311221.0,2017.0,Boiler 5 Coal-Fired,CFB (Boiler  circulating fluidized bed),Agricultural Byproducts,TIER 4,9810.606061,short ton,80937.5,9.239440639,23432.0,1.0,1500.0,,,,,
14,1006047.0,ADM CORN PROCESSING,19113.0,LINN COUNTY,311221.0,2012.0,Boiler 5 Coal-Fired,CFB (Boiler  circulating fluidized bed),Bituminous,TIER 4,150968.1654,short ton,3763636.364,429.6388543,22501.0,1.0,1500.0,,,,,
15,1006047.0,ADM CORN PROCESSING,19113.0,LINN COUNTY,311221.0,2018.0,Boiler 5 Coal-Fired,CFB (Boiler  circulating fluidized bed),Mixed (Industrial sector),TIER 4,312670.3274,short ton,6988181.818,797.7376505,23039.0,1.0,1500.0,,,,,
16,1006047.0,ADM CORN PROCESSING,19113.0,LINN COUNTY,311221.0,2018.0,Boiler 5 Coal-Fired,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),TIER 4,19417475.73,scf,20000,2.283105023,21817.0,1.0,1500.0,,,,,
17,1006047.0,ADM CORN PROCESSING,19113.0,LINN COUNTY,311221.0,2018.0,Boiler 5 Coal-Fired,CFB (Boiler  circulating fluidized bed),Solid Byproducts,TIER 4,3849.85563,short ton,40000,4.566210046,23513.0,1.0,1500.0,,,,,
18,1006047.0,ADM CORN PROCESSING,19113.0,LINN COUNTY,311221.0,2012.0,Boiler 5 Coal-Fired,CFB (Boiler  circulating fluidized bed),Subbituminous,TIER 4,380395.2569,short ton,6561818.182,749.0660025,22894.0,1.0,1500.0,,,,,
19,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2018.0,EUCOG-1,CFB (Boiler  circulating fluidized bed),Agricultural Byproducts,TIER 4,14015.15152,short ton,115625,13.19920091,23370.0,1.0,1500.0,,,,,
20,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2012.0,EUCOG-1,CFB (Boiler  circulating fluidized bed),Bituminous,TIER 4,252853.4442,short ton,6303636.364,719.5931922,22376.0,1.0,1500.0,,,,,
21,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2018.0,EUCOG-1,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),TIER 4,9708737.864,scf,10000,1.141552511,21626.0,1.0,1500.0,,,,,
22,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2018.0,EUCOG-1,CFB (Boiler  circulating fluidized bed),Solid Byproducts,TIER 4,3007.699711,short ton,31250,3.567351598,23463.0,1.0,1500.0,,,,,
23,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2018.0,EUCOG-1,CFB (Boiler  circulating fluidized bed),Subbituminous,TIER 4,329960.4743,short ton,5691818.182,649.750934,22794.0,1.0,1500.0,,,,,
24,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2017.0,EUCOG-1,CFB (Boiler  circulating fluidized bed),Tires,TIER 4,502.23214289999993,short ton,14062.5,1.605308219,23204.0,1.0,1500.0,,,,,
25,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2018.0,EUCOG-2,CFB (Boiler  circulating fluidized bed),Agricultural Byproducts,TIER 4,17386.36364,short ton,143437.5,16.37414384,23384.0,1.0,1500.0,,,,,
26,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2012.0,EUCOG-2,CFB (Boiler  circulating fluidized bed),Bituminous,TIER 4,119060.6425,short ton,2968181.818,338.8335409,22380.0,1.0,1500.0,,,,,
27,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2014.0,EUCOG-2,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),TIER 4,9708737.864,scf,10000,1.141552511,21664.0,1.0,1500.0,,,,,
28,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2018.0,EUCOG-2,CFB (Boiler  circulating fluidized bed),Solid Byproducts,TIER 4,391.0009625,short ton,4062.5,0.463755708,23477.0,1.0,1500.0,,,,,
29,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2018.0,EUCOG-2,CFB (Boiler  circulating fluidized bed),Subbituminous,TIER 4,350250.3294,short ton,6041818.182,689.7052719,22804.0,1.0,1500.0,,,,,
30,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2017.0,EUCOG-2,CFB (Boiler  circulating fluidized bed),Tires,TIER 4,747.7678571,short ton,20937.5,2.390125571,23196.0,1.0,1500.0,,,,,
31,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2018.0,EUCOG-3,CFB (Boiler  circulating fluidized bed),Agricultural Byproducts,TIER 4,20681.81818,short ton,170625,19.47773973,23388.0,1.0,1500.0,,,,,
32,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2012.0,EUCOG-3,CFB (Boiler  circulating fluidized bed),Bituminous,TIER 4,327790.5408,short ton,8171818.182,932.8559568,22384.0,1.0,1500.0,,,,,
33,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2017.0,EUCOG-3,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),TIER 4,9708737.864,scf,10000,1.141552511,21658.0,1.0,1500.0,,,,,
34,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2018.0,EUCOG-3,CFB (Boiler  circulating fluidized bed),Solid Byproducts,TIER 4,1413.618864,short ton,14687.5,1.676655251,23481.0,1.0,1500.0,,,,,
35,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2018.0,EUCOG-3,CFB (Boiler  circulating fluidized bed),Subbituminous,TIER 4,453702.2398,short ton,7826363.636,893.4205064,22808.0,1.0,1500.0,,,,,
36,1006208.0,ADM CORN PROCESSING,19045.0,CLINTON COUNTY,311221.0,2017.0,EUCOG-3,CFB (Boiler  circulating fluidized bed),Tires,TIER 4,915.1785714,short ton,25625,2.925228311,23200.0,1.0,1500.0,,,,,
37,1000034.0,ADM MILLING COMPANY,19153.0,POLK COUNTY,311222.0,2011.0,GP-02  FO,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),725.029589,gallons,100.0540833,0.011421699,1320.0,1.0,175.0,,,,,
38,1000034.0,ADM MILLING COMPANY,19153.0,POLK COUNTY,311224.0,2011.0,GP-02  FO,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),725.029589,gallons,100.0540833,0.011421699,1322.0,1.0,175.0,,,,,
39,1000034.0,ADM SOYBEAN PROCESSING - DES MOINES,19153.0,POLK COUNTY,311222.0,2016.0,GP-02  FO,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),578.0641318,gallons,79.77285019,0.00910649,1314.0,1.0,175.0,,,,,
40,1000034.0,ADM SOYBEAN PROCESSING - DES MOINES,19153.0,POLK COUNTY,311224.0,2016.0,GP-02  FO,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),578.0641318,gallons,79.77285019,0.00910649,1316.0,1.0,175.0,,,,,
41,1000034.0,ADM SOYBEAN PROCESSING - DES MOINES,19153.0,POLK COUNTY,311222.0,2018.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),666.2434061,gallons,91.94159005,0.010495615,1308.0,1.0,175.0,,,,,
42,1000034.0,ADM SOYBEAN PROCESSING - DES MOINES,19153.0,POLK COUNTY,311224.0,2018.0,GP-1,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),666.2434061,gallons,91.94159005,0.010495615,1310.0,1.0,175.0,,,,,
43,1002069.0,AG PROCESSING INC,19147.0,PALO ALTO COUNTY,311222.0,2016.0,GP-Emmetsburg Natural Gas and Fuel Oil,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),178.0,gallons,24.564,0.00280411,2564.0,1.0,85.0,,,,,
44,1002069.0,AG PROCESSING INC,19147.0,PALO ALTO COUNTY,311224.0,2016.0,GP-Emmetsburg Natural Gas and Fuel Oil,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),178.0,gallons,24.564,0.00280411,2565.0,1.0,85.0,,,,,
45,1002408.0,AG PROCESSING INC-SHELDON,19141.0,OBRIEN,311222.0,2016.0,GP-Sheldon Natural Gas and Fuel Oil,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),425.0,gallons,58.65,0.006695205,2581.0,1.0,77.5,,,,,
46,1002408.0,AG PROCESSING INC-SHELDON,19141.0,OBRIEN,311224.0,2016.0,GP-Sheldon Natural Gas and Fuel Oil,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),425.0,gallons,58.65,0.006695205,2582.0,1.0,77.5,,,,,
47,1002291.0,AG PROCESSING INCORPORATED A COOPERATIVE,27073.0,LAC QUI PARLE,311224.0,2016.0,GP-Dawson Facility Natural Gas and #6,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),560.0,gallons,77.28,0.008821918,2617.0,1.0,196.3,,,,,
48,1002291.0,AG PROCESSING INCORPORATED A COOPERATIVE,27073.0,LAC QUI PARLE COUNTY,311222.0,2016.0,GP-Dawson Facility Natural Gas and #6,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),560.0,gallons,77.28,0.008821918,2618.0,1.0,196.3,,,,,
49,1002291.0,AG PROCESSING INCORPORATED A COOPERATIVE,27073.0,LAC QUI PARLE,311224.0,2016.0,GP-Dawson Facility Natural Gas and #6,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 1 (Equation C-1),875.0,gallons,131.25,0.014982877,2899.0,1.0,196.3,,,,,
50,1002291.0,AG PROCESSING INCORPORATED A COOPERATIVE,27073.0,LAC QUI PARLE COUNTY,311222.0,2016.0,GP-Dawson Facility Natural Gas and #6,OCS (Other combustion source),Residual Fuel Oil No. 6,Tier 1 (Equation C-1),875.0,gallons,131.25,0.014982877,2900.0,1.0,196.3,,,,,
51,1002067.0,AGP SOY/CORN PROCESSING,31001.0,ADAMS COUNTY,311224.0,2018.0,CFB Coal Boiler,CFB (Boiler  circulating fluidized bed),Subbituminous,TIER 4,124835.2406,,2153407.9,245.8228196,22760.0,1.0,382.0,,,,,
52,1002067.0,AGP SOY/CORN PROCESSING,31001.0,ADAMS COUNTY,311222.0,2018.0,CFB Coal Boiler,CFB (Boiler  circulating fluidized bed),Subbituminous,TIER 4,124835.2406,,2153407.9,245.8228196,22761.0,1.0,382.0,,,,,
53,1002067.0,AGP SOY/CORN PROCESSING,31001.0,ADAMS COUNTY,311224.0,2018.0,GP-Hastings Facility Natural Gas Use,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.2,gallons,19.7616,0.00225589,2538.0,1.0,200.0,,,,,
54,1002067.0,AGP SOY/CORN PROCESSING,31001.0,ADAMS COUNTY,311222.0,2018.0,GP-Hastings Facility Natural Gas Use,OCS (Other combustion source),Distillate Fuel Oil No. 2,Tier 1 (Equation C-1),143.2,gallons,19.7616,0.00225589,2539.0,1.0,200.0,,,,,
55,1002380.0,AGRIUM US BORGER NITROGEN OPERATIONS,48233.0,HUTCHINSON COUNTY,325311.0,2016.0,PKGB1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),630898000.0,scf,658928.7981,75.22018244,8419.0,1.0,240.0,,,,,
56,1003730.0,AIR LIQUIDE - FREEPORT HYCO PLANT,48039.0,BRAZORIA COUNTY,325120.0,2018.0,AUXSTACK,OB (Boiler  other),Natural Gas (Weighted U.S. Average),Tier 2 (Equation C-2a),4768045.9,scf,4849.498428,0.553595711,7135.0,1.0,400.0,,,,,
